smiles,confidence_score
C[C@H]1Oc2ccc(C(=O)C3CCN(c4cnccc4C#N)CC3)cc2NC1=O,43.842308
COc1ccc(-c2cc(C[C@@H]3CC[C@H](O)[C@@H](CNC(=O)C4CCC4)O3)no2)cc1,43.823807
Nc1nc(CSc2ncn[nH]2)cs1,43.801567
COc1ccc(/N=C/c2ccc(-c3ccc(C)c(C(=O)[O-])c3)o2)cc1,43.70405
C[C@H]1C[C@H]1c1ccc(/C=C/C(=O)N2CCNC(=O)C2)o1,43.62959
O=C(/C=C/c1ccco1)C1=C([O-])C(=O)N(CC[NH+]2CCCCC2)[C@@H]1c1ccccn1,43.59014
CN(C)c1oc(/C=N/c2ccc(O)c(C(=O)[O-])c2)cc1Br,43.562458
NC(=O)COc1cccc(/C=N/c2ccc3[nH]c(=O)[nH]c3c2)c1,43.544674
C[C@@H]1CN(c2ncnc3c2cnn3CCNC(=O)c2cccnc2)C[C@@H](C)O1,43.50944
Cc1nc(CN2CCN(C(=O)NCCNC(=O)C3CC3)CC2)cs1,43.46821
CN(C)c1ncnc2ncn([C@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)c12,43.46389
Cc1cccc(-n2c(C)cc(/C=N\c3ccc(O)c(C(=O)[O-])c3)c2C)c1,43.429977
COc1ccc(/C=C/C(=O)N[C@H](C)C(=O)N[C@H]2[C@@H]3CCO[C@@H]3C2(C)C)cc1,43.396782
C=CCCCN(C)C(=O)NC1CCN(C(=O)c2ccoc2)CC1,43.382133
O=C(N/N=C/c1ccc(Sc2ncn[n-]2)c([N+](=O)[O-])c1)[C@@H]1Cc2c(ccc3ccccc23)O1,43.323692
COC(=O)c1ccc(C(=O)NCC[NH+]2CCN(c3nc4c(F)cc(F)cc4s3)CC2)cc1,43.31216
CCc1ccc([C@H]2CCCN2S(=O)(=O)NCc2noc(C)n2)o1,43.21946
CC(=O)c1ccc(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cc1,43.21281
Cc1cc(C=O)ccc1SC[C@H](O)CO,43.201958
Cc1n[nH]c(C)c1CCOC(=O)[C@H]1CCc2cn[nH]c2C1,43.196945
CC(C)=CC[NH+]1CCN(Cc2cc(C)[nH]n2)C[C@H]1CCO,43.173332
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,43.126076
O=C(NCCc1ccc2c(c1)CCO2)C1CCN(C(=O)c2ccoc2)CC1,43.10169
CC(=O)Cc1nsc(/N=C([O-])/C=C2\SC(=O)NC2=O)n1,43.018284
CCNC(=O)C1CN(C(=O)C(=O)Nc2ccc3oc(CC)nc3c2)C1,42.98907
O=C([O-])c1cc(/N=C/c2ccc([N+](=O)[O-])cc2)ccc1O,42.983795
CCN1CCO[C@H](Cn2cnc(N)n2)C1,42.95987
CCCCNC(=O)[C@H]1CCC[NH+](C2CCN(Cc3ccncc3)CC2)C1,42.907055
COc1ccc(NC2=N[C@H]3[C@@H](O)[C@H](O)C[C@H](C(=O)N4CCC(C(N)=O)CC4)[C@H]3S2)cc1,42.894722
Cc1n[nH]c(N/N=C\c2ccccn2)nc1=O,42.817772
O=C1CCCC2=C1[C@H](c1ccccn1)c1c(O)n[nH]c1N2,42.751472
O=c1nc[nH]c([O-])c1CN1CCOCC1,42.732605
O=C(/C=C/c1ccncc1)NCCc1nc2ccc(F)cc2[nH]1,42.71202
CC1(C)O[C@H]2[C@@H](n3cnc4c(N)ncnc43)O[C@H](CO)[C@H]2O1,42.67434
CC1(C)O[C@H]2[C@H](CO)O[C@H](n3cnc4c(N)ncnc43)[C@@H]2O1,42.67434
N#C/C(=C\c1ccc(O)c(I)c1)c1nc2ccccc2[nH]1,42.559067
Cc1cc(OC(=O)c2ccc(F)cc2)cc2c1C(=O)/C(=C/c1ccncc1)O2,42.544384
CCC[C@H]1CN(C(=O)CCNC(=O)/C=C/c2ccco2)CCO1,42.5181
Cc1cc(C)cc(N2C[C@@H](C(=O)NCCN3CCOCC3)CC2=O)c1,42.488663
CCCCn1nc(C)c(C(=O)NCc2nc(C)cs2)c1Cl,42.470695
COc1ccc(/C=C(/Sc2nc(C)n[nH]2)C(=O)[O-])cc1OC,42.281834
COc1cc(OC)c2c(c1)O/C(=C\c1ccc(Br)cc1)C2=O,42.274647
CN1C(=O)[C@@H]2[C@H]([NH+]=CN2[C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)N(C)C1=O,42.25436
COc1ccc(/C=C/C(=O)N[C@@H](C)c2nc(-c3cnccn3)no2)cc1,42.16179
NC(=O)C1CCN(C(=O)CCNC(=O)[C@@H]2CC(=O)N(c3ccc(F)cc3)C2)CC1,42.15445
Cc1nn(C)cc1[C@@H](C)NC(=O)CCOc1ccc(C=O)cc1,42.120655
BrC1=C[C@@H](c2noc(CSc3ncn[nH]3)n2)SC1,42.0944
CCCCCCN1C(=S)NC(=O)[C@@H]([C@H]2NCCC3=c4ccccc4=[NH+][C@@H]32)[C@@H]1O,42.05179
Cc1nc2sc([C@@H](c3ccc(Br)cc3)[NH+]3CCC(C(N)=O)CC3)c(O)n2n1,42.02717
CCOC(=O)N1CCN(Cn2nc(-c3ccco3)n(C)c2=S)CC1,41.983444
COc1cc(/C=N\NC(=O)c2ccccc2N)cc([N+](=O)[O-])c1O,41.96643
COCCCn1cnnc1[C@@H](C)NC(=O)c1cn2cc(C)ccc2n1,41.952927
Cc1n[nH]c(CN2CCN(c3cc(=O)[nH]c(N)n3)CC2)c1Cl,41.946346
Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1I,41.94139
O=C([O-])c1ccc2c(c1)[C@@H](C1CCOCC1)C(=O)N2,41.903748
Nc1cnc2ccc(C(=O)N3CCOCC3)cn2c1=O,41.88913
COC(=O)c1ccc(/C=C/C(=O)N2CCC[C@H](C(N)=O)C2)cc1,41.84175
Cc1cc(C)cc(/N=C2\N[C@H]3[C@@H](O)[C@H](O)C[C@H](C(=O)NCCN4CCOCC4)[C@H]3S2)c1,41.82755
CCc1nncn1CCNC(=O)/C=C/c1cnc(C)s1,41.825752
Cn1cc(N2CC[C@H](NC(=O)c3ccncc3Cl)C2=O)cn1,41.75464
Cc1cc(OC(=O)[C@@H]2CCCO2)cc2c1C(=O)/C(=C/c1cccc(Cl)c1)O2,41.67344
NC(=O)[C@@H]1C[C@H](Cc2ccc(O)cc2)N[C@]12C(=O)Nc1ccccc12,41.654984
Cc1ccc(C)n1-c1nnc(N2CCC[C@H](C(=O)NCCCN3CCOCC3)C2)s1,41.61754
COCc1nc2cc(N[C@@H](C)C(=O)Nc3c(C)nn(C)c3C)ccc2o1,41.60061
C[C@H]1C[C@@H](C)CN(C(=O)[C@@H](C)Sc2ncn[nH]2)C1,41.591396
O=C(NCCC[NH+]1CCN(c2ccccc2)CC1)[C@H]1CC(=O)N(c2ccccc2)C1,41.569
COC(=O)c1sc2[nH]c(C[NH+]3CCN(c4ccc(C(C)=O)cc4)CC3)nc(=O)c2c1C,41.54972
Cc1cc(OCC(=O)OC(C)C)cc2c1C(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)O2,41.523804
O=C1CN(Cc2nnc(-c3ccco3)o2)CCN1,41.47146
O=C(NCCN1CCOCC1)c1ccc(CSc2ncn[nH]2)cc1,41.392715
Nc1ccn([C@H]2O[C@@H](CCl)[C@@H](O)[C@@H]2O)c(=O)n1,41.380882
Cc1c(/N=C/c2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)c(=O)n(-c2ccccc2)n1C,41.378246
C=C1C=C(CO)[C@H](C(=O)NCCCC)C(=O)N1,41.362965
N/C(=N\N=C\c1ccco1)c1cnccn1,41.353546
OC[C@H](O)CSc1nc(Cl)ncc1Br,41.339165
Cc1cc(C)cc(N2C[C@H](C(=O)NCc3nnc(N)s3)CC2=O)c1,41.293976
C[C@H]1Oc2ccc(NC(=O)CCN3CCSC3=O)cc2NC1=O,41.289955
CN(CCc1cccs1)C(=O)N[C@H]1CCN(c2cnn(C)c2)C1=O,41.265434
C/C(=N\NC(=O)CN1CCN(c2ccccc2)CC1)c1cccnc1,41.256504
CCN(CC(=O)NC)S(=O)(=O)c1ncn(C)c1Cl,41.255768
CN(C)[C@@H]1CS(=O)(=O)C[C@@H]1/N=C/c1ccncc1,41.243206
Cc1ccccc1/C=C1/Oc2cc(O)cc(C)c2C1=O,41.22232
COC(=O)c1cccc(CC(=O)Nc2cc(C(C)C)n[nH]2)c1,41.16083
Cc1cc(OC(=O)c2ccc(Cl)cc2)cc2c1C(=O)/C(=C/c1ccccn1)O2,41.097836
O=c1[nH]c(=O)n([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)cc1I,41.096085
O=C(NCCN1C(=O)CNC1=O)c1cc2cccc(Cl)c2o1,41.06682
NC(=O)C1CCN(C(=O)CCCCCNC(=O)N2CCC3=c4ccccc4=[NH+][C@@H]3C2)CC1,41.014427
N#Cc1cccc(CNC(=O)CCOc2ccc(C=O)cc2)c1,41.01139
C[C@H](CCO)Sc1ccc(C(N)=O)cc1N,40.98236
Cc1nc(-c2ccc(C(=O)NCCCc3c(C)noc3C)cc2)n[nH]1,40.978172
COCC/[NH+]=C(/N)SCc1nc(C)cs1,40.977386
COc1ccc(N2C[C@H](C(=O)N/N=C/c3ccc(OC)c(OC)c3)CC2=O)cc1,40.956635
NC(=O)c1cc(-c2cs/c(=N\C[C@@H]3CCCO3)n2/N=C/c2ccccn2)ccc1O,40.94967
CC[NH+]1CCCC[C@H]1CNC(=O)CSc1nc(C)n[nH]1,40.90812
COc1ccc(Cc2n[nH]c(N/N=C/c3c[nH]cn3)nc2=O)cc1OC,40.90697
CC(/C=C/c1ccc(Cl)cc1)=N\NC(N)=O,40.840294
CC[NH+]1CCC[C@@H]1CN1C[C@H](C(=O)NCc2ccc(C(N)=O)o2)CC1=O,40.839
CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,40.817406
CCn1cc(C[NH+]2CCC(C(=O)Nc3cccc([C@H]4C=c5ccccc5=[NH+]4)c3)CC2)cn1,40.723015
O=C([O-])CCC(=O)N1c2ccccc2NC2=C(C(=O)C[C@H](c3ccco3)C2)[C@H]1c1cccs1,40.68589
COc1ccc(C(=O)[C@H]2CCCN(c3ncnc4[nH]ccc34)C2)cc1OC,40.642487
CSc1nc([O-])c(C(=O)/N=c2\[nH]nc3cc(C)ccn23)cc1C#N,40.63378
Cc1ccc(-n2nc(C)c(/C=N/c3ccc4[nH]c(=O)[nH]c4c3)c2O)cc1,40.586456
O=C(/C=C/c1ccco1)N(CCN1CCOCC1)c1ccccc1,40.573524
NC(=O)C(=O)N1CC[NH+](Cc2ccccc2)CC1,40.571205
CN1C(=O)CCN(C/C([O-])=N/c2ncn[nH]2)C1=O,40.483307
NC(=O)C1CCN(C(=O)C[NH+]2CCN(c3ccc(Cl)cc3)CC2)CC1,40.444176
COc1cc(C=O)cc(I)c1OCC(=O)Nc1ccccc1,40.44119
COc1ccc(N2C(=O)N=C(O)[C@@H](/C=N/C3CC[NH+](Cc4ccccc4)CC3)C2=O)cc1,40.436253
O=C(NCCc1ccncc1)C1CN(c2nc3c(F)cccc3s2)C1,40.337326
CCc1nn(C)cc1CNC(=O)C[C@@H](C)c1c(C)n[nH]c1C,40.31134
CN1CCO[C@H](C[NH+](C)Cc2cccc(/C(N)=N/O)c2)C1,40.23329
CCn1nc(C)c(C[NH+]2C[C@H]3[C@@H](C2)OC(=O)N3CCc2ccccn2)c1C,40.233147
CN/C(=[NH+]\C)SCc1ccc(OC)c([N+](=O)[O-])c1,40.17079
CCCn1nc(C(=O)NCCN2C(=O)CSC2=O)ccc1=O,40.116856
C=CC[NH+](CC(=O)[O-])CC(=O)NC(=O)NC,40.089775
Cc1ccc2ncc(C(=O)/N=c3\[nH]c4cc(Cl)ccc4n3C)n2c1,40.07287
c1ccc2c(c1)SCC[C@H]2[NH2+]Cc1ccc(COC2CCOCC2)cc1,40.04331
CCCCNC(=O)[C@H]1CC[C@H](C)[NH+](CC(=O)NC(=O)NC)C1,40.033012
CCCCNC(=O)[C@H]1CC[C@@H](C)[NH+](CC(=O)NC(=O)NC)C1,40.033012
Cc1noc(C)c1C[NH+](C)[C@@H]1CCCN(c2cnn(C)c2)C1=O,40.019283
Cc1nc(CN2CCN(Cc3ccncc3Cl)CC2)cs1,40.015793
COc1cc(C(=O)N2CCN(Cc3ccc4c(c3)CCO4)CC2)ccc1OCC(=O)N1CCOCC1,40.014526
CC(=O)O[C@H]1[C@@H](CO)O[C@H](n2ccc(=O)[nH]c2=O)[C@@H]1OC(C)=O,39.995815
CNC(=O)Nc1cccc(NC(=O)CSc2ccncc2)c1,39.992554
O=C(Cn1cncn1)N/N=C/C1=c2ccccc2=[NH+]C1,39.98876
COc1ccc(OC)c(CN2CCN(C(=O)c3cc(C)no3)CC2)c1,39.9775
Cc1ccc(C(=O)CCC(=O)Nc2ccc3c(c2)NC(=O)[C@H](C)O3)cc1,39.95208
O=C(NCCn1nc(-c2ccco2)ccc1=O)c1ccc2c(c1)ncn2-c1ccccc1,39.928177
CC[C@H](NC(=O)/C=C/c1ccc(C(N)=O)cc1)c1nc(C)cs1,39.92388
Cc1cc(C(=O)N2CCN(Cc3cnc(CC(C)C)s3)CC2)on1,39.84939
NC(=O)C1CC[NH+](Cc2ccc(C(=O)[O-])cc2)CC1,39.843323
O=C(Nc1c[nH]nc1-c1ccccn1)N1CC[C@H](Oc2cc[nH+]cc2)C1,39.841187
Cc1cc(=O)c(OCC(=O)Nc2ccc3nc(CCc4ccccc4)[nH]c3c2)co1,39.809982
COC(=O)c1cccc(C[NH+]2CCN(C(=O)c3ccco3)CC2)c1,39.809143
Cc1n[nH]c(C)c1C[C@H](C)C(=O)Nc1ccc(CN2CCOCC2)cc1,39.709656
Cc1nc(C)n(CCNC(=O)[C@H]2CC(=O)N(Cc3ccccn3)C2)n1,39.6941
Cc1csc(CCCNC(=O)C2CC[NH+](Cc3csc(C)n3)CC2)n1,39.642727
COc1ccc(/C=C/C(=O)N[C@@H](C)C(=O)N2CC=C(c3ccccc3)CC2)cc1,39.62896
O=C(C[NH+]1CCC[C@@H](Cc2nc3ccc(F)cc3[nH]2)C1)NCc1ccccn1,39.628048
CC[NH+]1CC[C@H](CNCc2ccc(C(=O)[O-])cn2)C1,39.625298
NC(=O)COc1ccc2c(c1)O/C(=C\c1ccc(-c3ccccc3)cc1)C2=O,39.601654
CCc1onc(C)c1NC(=O)c1ccc(-c2n[nH]c(C)n2)cc1,39.584732
COCc1cccc(C(=O)/N=c2\[nH]nc3cc(C)ccn23)c1,39.581856
NC(=O)C1CCN(c2ccc(NC(=O)Cc3ccc4c(c3)CCO4)cc2)CC1,39.571384
Cc1ccc2c(c1)[C@H](C)[C@H](C(=O)NCCc1nc3ccccc3[nH]1)O2,39.568703
CCc1nc(C)c(C(=O)NC[C@@H]2C[C@H](F)C[NH2+]2)o1,39.524147
CNC(=O)c1ccc(N)cc1SC[C@@H](O)CO,39.52401
C=CCNC(=O)CN1CCN(C(=O)c2ccco2)CC1,39.515312
COc1ccc(/C=C2\Oc3cc(OC(=O)C4CCCCC4)ccc3C2=O)cc1OC,39.511345
Cc1ccc(-c2noc([C@H](C)[NH+]3CC[C@H](C(N)=O)C3)n2)cc1F,39.501633
COc1cc([C@@H]2C3=C(COC3=O)Nc3[nH]nc(C)c32)ccc1OCc1ccccc1,39.484325
Cc1cc2ncn([C@@H]3C[C@H](O)[C@@H](CO)O3)c2cc1C,39.478752
Cc1noc(CN2CCC([NH+]3CCC[C@@H](C(=O)NCc4ccccn4)C3)CC2)n1,39.431175
CCn1cc(/C=N/NC(=O)CSc2ncn[nH]2)cn1,39.422173
CCCCC(=O)Nc1ccc(/N=C/c2cccc(C)c2O)cc1OC,39.4036
COc1ccc(/C=C(\Sc2nc(C)n[nH]2)C(=O)[O-])c(OC)c1,39.401096
COc1ccc(N2C[C@H](C(=O)NCCn3nc(-n4nc(C)cc4C)ccc3=O)CC2=O)cc1,39.371967
CC1(C)O[C@H]2[C@@H](O1)[C@@H](CO)O[C@@H]2n1cnc2c(O)ncnc21,39.312645
CN1CC(=O)N2CCN(Cc3nc4ccc(F)cc4[nH]3)C[C@H]2C1=O,39.29149
CC(/C=C/c1ccco1)=N\NC1=N[C@@H]2[NH+]=c3ccccc3=C2N=[NH+]1,39.230026
COc1ccc2c(c1)OC[C@@H](C(=O)NCCSc1nccn1C)C2,39.20401
O=C(c1cn(Cc2cccnc2)nn1)N1CCN(Cc2ccon2)CC1,39.183525
COC(=O)c1ccc(-c2nnn(CCCc3csc(C)n3)n2)cc1,39.141266
Cc1ccc2c(c1)C[C@H](Cn1ccnc1/C(N)=N/O)O2,39.1379
O=C(NCC1CCN(C(=O)c2cccnc2)CC1)C(=O)Nc1cc2c3c(c1)CCN3C(=O)CC2,39.133446
C/C(=N/NC(=O)c1ccccc1O)c1ccc(-n2cnnn2)cc1,39.092888
C[C@@H]1CCN(C(=O)/C=C/c2ccc(OCC(N)=O)cc2)C[C@H]1O,39.03868
Cc1nn(CCC(=O)N2N=CC[C@@]2(O)C(F)(F)F)cc1[N+](=O)[O-],39.01683
CNC(=O)c1noc(CNC(=O)c2ccc([C@H]3CCC[NH2+]C3)cc2)n1,38.987427
COCc1ccc(C(=O)N2CCC(c3ncc4c(n3)CC[NH+](C)C4)CC2)cc1,38.98602
Cc1n[nH]c(SCC(=O)NC[C@H](C)Sc2ccccc2)n1,38.949722
CC(C)/N=C(\O)COc1coc(C[NH+]2CCN(C(=O)c3ccco3)CC2)cc1=O,38.9269
Cn1cc(N2CC[C@@H](NC(=O)c3[nH]nc(C4CC4)c3Cl)C2=O)cn1,38.92292
Cc1noc(C)c1[C@@H](C)NC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)O2,38.864048
CCC[NH+](CC(=O)NC)Cc1c[nH]nc1-c1cccnc1,38.860535
Cc1csc(N2CCN(CC(=O)NCc3ccccn3)CC2)n1,38.845463
O[C@@H]1CN(c2ncnc3ccsc23)CC[C@H]1N1CCOCC1,38.822914
Nc1cc(C(F)(F)F)ccc1NC(=O)CSC[C@@H](O)CO,38.806488
COc1cc(/C=C2/C(=O)NN(c3ccccc3)C2=O)ccc1OCC(=O)N1CCOCC1,38.800232
COc1ccc(-c2ccc(=O)n(CCNC(=O)c3ccc(-n4nc(C)cc4C)nn3)n2)cc1,38.766678
O=C(NCC[NH+]1CCCCC1)C(=O)Nc1c[nH]c(=O)[nH]c1=O,38.756977
Cc1nc(-c2cccc(CNC(=O)c3ccc(OCC(N)=O)cc3)c2)n[nH]1,38.753345
CCOC(=O)C1CC[NH+]([C@@H](c2ccccc2)c2sc3nc(CC)nn3c2O)CC1,38.73639
COC(=O)c1ccc2c(=O)nc(CN3CCc4sccc4[C@H]3c3cccs3)[nH]c2c1,38.733616
CCN1CCN(C(=O)c2cnc3ccc(C)cn23)CC1,38.692772
CCc1nn(-c2cc(F)c(F)c(F)c2)c(Cl)c1C(=O)[O-],38.6867
NC(=O)[C@H]1CCCN(c2ccc(CNC(=O)c3cccnc3)cc2)C1,38.65252
CCc1ccc(C(=O)OCCc2c(C)n[nH]c2C)cc1[N+](=O)[O-],38.644756
Nc1ccnc(CN(Cc2ccncc2)C2CC2)n1,38.627098
COc1cc(CNC(=O)CSc2nc(C)n[nH]2)ccn1,38.62082
O=C(NCCNc1cnccn1)[C@H]1CC=CCC1,38.597893
Cc1cc(C(=O)NCC(=O)Nc2ccc(C(=O)c3nccn3C)cc2)c(C)o1,38.590332
C[C@@]12C[C@H](O)C(=O)C=C1CC[C@H]1[C@H]2[C@@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,38.577164
C[C@@H]1C[C@@H](C)CN(C(=O)C[NH+]2CCN(C[C@H](O)Cn3cccn3)CC2)C1,38.529503
CSc1n[nH]c2ncnc(N3CC[NH+](Cc4ccccc4C)CC3)c12,38.504417
C[C@@H]1Oc2ccc(NC(=O)[C@H]3CCCN(c4nc5ccccc5s4)C3)cc2NC1=O,38.50108
Cc1nc2sc([C@H](c3ccc(F)c(F)c3)[NH+]3CCC(C(N)=O)CC3)c(O)n2n1,38.46472
CCc1[nH]nc(-n2cccc2)c1C(=O)[O-],38.462746
COc1ccc(/C=N/NC(=O)CNC(=O)c2ccncc2)cc1I,38.44526
Cc1nc(CNC(=O)c2ccc(OCC(N)=O)cc2)c(C)s1,38.44485
CS(=O)(=O)NC[C@H]1O[C@H](Cc2cc(-c3ccc(F)cc3)on2)CC[C@@H]1O,38.403694
CC[C@@H](C)NC(=O)CCNC(=O)NC1CCN(C(=O)c2ccoc2)CC1,38.39647
NC(=O)[C@H]1CCN(C(=O)Nc2ccc(-n3cncn3)nc2)C1,38.391953
